id,full_text,annotator_1,annotator_2,annotator_3,label
1367761804189962241,Στις 11:30 στον Realfm97.8 θα συζητήσουμε με τον Νίκο Χατζηνικολάου την πολιτική επικαιρότητα!   Ακούστε εδώ ---&gt; https://t.co/tM8OWX0xFt,0,0,0,0
1391436117510078465,Προσβολή στη μνήμη του Σταύρου Καλλέργη η κυβερνητική μεθόδευση για το 8ωρο https://t.co/dmu6ji0HTN,-1,-1,-1,-1
1389113517983338497,"«Ως των αιχμαλώτων ελευθερωτής, και των πτωχών υπερασπιστής, ασθενούντων ιατρός, βασιλέων υπέρμαχος, Τροπαιοφόρε Μεγαλομάρτυς Γεώργιε, πρέσβευε Χριστώ τω Θεώ, σωθήναι τας ψυχάς ημών». ~Απολυτίκιο του Αγίου Γεωργίου Χρόνια πολλά! @ellinikilisi @velopky",1,1,1,1
1369281045523165185,"Σήμερα στις 17:00 συζητάμε για τα χθεσινά επεισόδια στο Α.Π.Θ. στην εκπομπή ""Δημότης On Line"" στο @tv100thess  με τον Panagiotis Krinis. Δείτε live εδώ: https://t.co/WKA27Nwfjb https://t.co/buizpAIwo3",0,0,0,0
1377562575890751489,ΘΕΟΦΙΛΟΣ ΛΕΟΝΤΑΡΙΔΗΣ : ΘΑ ΓΙΝΕΙ ΠΑΡΑΤΑΣΗ ΔΥΟ ΜΗΝΩΝ ΣΤΟ ΠΡΟΓΡΑΜΜΑ ΚΟΙΝΩΦΕΛΟΥΣ ΑΠΑΣΧΟΛΗΣΗΣ  https://t.co/WbuV313w4F https://t.co/927Lr0LV69,0,0,0,0
1370091303497834506,Σε κατηγορηματική καταδίκη της ανακοίνωσης του προεδρείου των Ειδικών Φρουρών Κρήτης προχώρησε στην Ολομέλεια της Βουλής ο βουλευτής Ηρακλείου του ΣΥΡΙΖΑ Νίκος Ηγουμενίδης ενώ εγκάλεσε και τον κ. Μητσοτάκη που ακόμη δεν έχει προχωρήσει στην καταδίκη της  https://t.co/YuHAWZSoWV https://t.co/LWyu6mPkAh,0,0,x,0
1351970705756344322,"Βασίλης Κεγκέρογλου: «Δεσμεύτηκε ο Υφυπουργός Οικονομικών ότι θα επιλύσει το πρόβλημα της αδικίας με πρόσθετη φορολόγηση 22%, όσων δεν καλύψουν το όριο των υποχρεωτικών ηλεκτρονικών συναλλαγών» https://t.co/EPYU1DaqE0βασίλης-κεγκέρογλου-δεσμεύτηκε-ο-υφ/",0,0,0,0
1394926174929920007,"🇬🇷 Με αρκετή, ομολογουμένως, καθυστέρηση, η Βουλή των Ελλήνων ψήφισε ομόφωνα, στις 24 Φεβρουαρίου 1994, την ανακήρυξη της 19ης Μαΐου ως Ημέρα Μνήμης για τη Γενοκτονία του Ποντιακού Ελληνισμού.   #δεν_ξεχνώ https://t.co/DoemSRyiRt",0,-1,0,0
1375752254037315585,20% των θανάτων εκτός ΜΕΘ. Όλοι οι υπεύθυνοι στις θέσεις τους. Και ο κ. Μητσοτάκης βλέπει παντού success story.,-1,-1,-1,-1
1369962268012728320,Σήμερα τιμούμε τη μνήμη όλων εκείνων που έχασαν τη ζωή τους με τόσο τραγικό και άδικο τρόπο και στεκόμαστε δίπλα στις οικογένειές τους. Η τρομοκρατία είναι μια στυγνή εγκληματική πράξη που στοχεύει τον πυρήνα του δημοκρατικού πολιτεύματος.,x,-1,-1,-1
1397836909104279552,"-Υπηρεσίες διαχείρισης κτιρίων/εγκαταστάσεων -Υπηρεσίες φύλαξης -Υπηρεσίες καθαρισμού -Υπηρεσίες καθαρισμού κτιρίων -Υπηρεσίες επισκευής/συντήρησης κτιρίων,ηλεκτρικών/μηχανικών εγκαταστάσεων,ψυκτικών μονάδων κα -Υπηρεσίες παροχής επιχειρηματικών συμβουλών σε θέματα διαχείρισης",0,0,0,0
1399378769220190215,"Σε λίγο, θα τα πούμε ζωντανά από τη συχνότητα του @AtticatTv, στην εκπομπή «NET24», παρέα με τους @AmaliaKatzou και @bastal2  🔴LIVE ➭ https://t.co/mmg8ZHOOx0 . #jsarakiotis #ΣΥΡΙΖΑ #atticatv #net24 https://t.co/qXwJfxJGEX",0,0,0,0
1406300604574711823,"Στο Δημοτικό Στάδιο Αιγίου, με αφορμή τους αγώνες στίβου ""Αιγιάλεια 2021"", που διοργανώνονται με πρωτοβουλία του Αθλητικού Σωματείου ""#Αθηνόδωρος_Ο_Αιγιεύς"", με την συνεργασία του Σ.Ε.Γ.Α.Σ._   #Αχαΐα #Αίγιο #αθλητισμός https://t.co/ZnJu1Hwu1j",0,0,0,0
1362110882579427330,"Τηλεδιάσκεψη με την Ομοσπονδία Τριτέκνων Ελλάδος. Με το δημογραφικό να αποτελεί το υπ' αριθμόν ένα πρόβλημα της χώρας,η κυβέρνησή μας,μέσα σε 1,5 χρόνο προχώρησε σε μια δέσμη μέτρων,που ενισχύει τον θεσμό της οικογένειας. https://t.co/tM6IXPjO2F",0,1,0,1
1408528185478766592,"Το να σε πλησιάζουν νεαροί Έλληνες σε καλή παραλιακή περιοχή της Αθήνας και να σου θέτουν ερωτήματα για την Οικονομία, έχοντας γνώση πολλών πραγμάτων, τεκμηριώνει πως η @ellinikilisi έχει αποκτήσει αξιοπιστία και αναγνωρισιμότητα - οπότε  πως κάνει σωστά κ υπεύθυνα τη δουλειά της",1,1,1,1
1365564757072351232,"Δεν υπάρχει τίποτα το θρησκευτικό ή το διαβολικό στον καπιταλισμό – πρόκειται απλά για μία τάξη πραγμάτων που έχει αποδειχθεί τόσο επιτυχημένη τα τελευταία διακόσια χρόνια, όσο καμία άλλη μέχρι σήμερα. Ο αντικαπιταλισμός των κατ' επίφαση διανοουμένων https://t.co/Z9G3Hid2so",1,1,1,1
1376849651580698624,"Μαθαμε ότι ο κ. Μπαλάσκας εργαζόμενος στο ΑΠΕ(ευρύτερο δημόσιο)επιχειρεί διά αγωγών, μηνύσεων να τρομοκρατήσει τους Έλληνες στη Μυτιλήνη.Αύριο καταθέτουμε ερώτηση και θα ασκήσουμε κάθε ένδικο μέσο ως @ellinikilisi .Tα βάζει με τους Έλληνες;Θα απαντάμε ως Έλληνες,τα... νόμιμα. https://t.co/tpHj7hFFe2",0,-1,-1,-1
1393265688798769155,@Flyzone__ @ellinikilisi Όχι - το τραπεζικό σύστημα είναι η δουλειά της και δεν την κάνει καθόλου καλά.,-1,-1,-1,-1
1366361117400788994,Οι ακρίτες του Έβρου ανάγκασαν την Κυβέρνηση να βάλει την ουρά στα σκέλια και να πάρει πίσω την επέκταση του ΚΥΤ στο Φυλάκιο! Η ολοκληρωτική νίκη θα έρθει όταν φύγουν από εκεί ΟΛΟΙ οι λαθρομετανάστες όπως ζητά από την πρώτη στιγμή ο @velopky και η @ellinikilisi https://t.co/VQZFvPZ6LY,-1,-1,-1,-1
1359866310646239233,Καλησπερα σας. Η ομιλία μου στην Ολομέλεια της Βουλής για την ακαδημαϊκή ελευθερία και τις αλλαγές στα πανεπιστήμια. Για να γίνει η ανώτατη εκπαίδευση καλύτερη και να αποδοθούν τα πανεπιστήμια μας εκεί που ανήκουν. Στους φοιτητές και στους καθηγητές τους! https://t.co/plPgHxTPpB,1,1,1,1
1371412417519968257,@AntiSyriza @59fpatra @Odysseas_ Οι δεξιοί μας λένε ότι είμαστε προς σύριζα και οι συριζαίοι προς δεξιά. Μάλλον πάμε  καλά!!,1,-1,1,1
1379455475926847488,@kmitsotakis προς τι αυτή η σιωπή; #Κυβερνηση_Φουρθιωτη #κυβερνηση_τσιρκο https://t.co/EV8ltbo52E,-1,-1,-1,-1
1399386258334441483,Διαβάστε περισσότερα από την χθεσινή μου συνέντευξη στην Real News https://t.co/vDcapblV9W εδώ https://t.co/TTk7JRnRfI,0,0,0,0
1409453406805180418,👉🏻ενώ θα δημιουργηθούν  ✔️5000 νέες θέσεις εργασίας    #YpoMe #KostasKaramanlis #Ypodomes #Megala_Erga #Γραμμή_4 #ΑΘΗΝΑ  3/3,0,0,0,0
1369922211998486530,Ο κ. Μητσοτάκης επιδεικνύοντας επιλεκτική ευαισθησία στη βία τορπιλίζει την ομοψυχία και την κοινωνική ειρήνη. #Συνεντευξη @stokokkino1055 @MarinaMani1 @LoukasChris,-1,-1,-1,-1
1391988904841125889,Στο δελτίο ειδήσεων του ATLAS TV απάντησα για τα fake news που διασπείρει ο ΣΥΡΙΖΑ αναφορικά με τα εργασιακά και επεκταθήκαμε στη σταδιακή επιστροφή στην κανονικότητα και τα σημαντικά έργα υποδομής στη Θεσσαλονίκη. #Υπεύθυνα_δίπλα_σου https://t.co/LBdPaqzeV6 https://t.co/B0BCFKjljD,-1,0,1,x
1397116392919470082,"Οι επιχειρήσεις, οι παραγωγοί και οι εργαζόμενοι της Καλύμνου χρειάζονται άμεση στήριξη. Τα κενά λόγια της Κυβέρνησης έχουν αφήσει αβοήθητο το νησί #kalymnos https://t.co/wc5Wt1gdEi",-1,-1,x,-1
1365617767936909316,"""Η χώρα χρειάζεται έναν εθνικό νου""! Ευριπίδης Στυλιανίδης https://t.co/FWASQwOsZI μέσω @YouTube",0,1,0,0
1377920218408878080,"""Πλήρης αποτυχία και με τους εμβολιασμούς και μηδενική ανοχή στην άσκηση της κριτικής. Το ίδιο και με τα περιοριστικά μέτρα. Πρώτα τα 'έξυπνα μέτρα', μετά αναίρεση των 'έξυπνων μέτρων'. Έχει τρελάνει τους πολίτες, που δεν ξέρουν τί ισχύει"" - Αλέξης Τσίπρας #Βουλη #vouli",-1,-1,-1,-1
1370366723745009664,"Δείτε απόψε στις 22.00 στο Ανατρεπτικό Δελτίο: Σκληρή πολιτική αντιπαράθεση στη Βουλή με ψέματα και ύβρεις, μεταξύ Μητσοτάκη - Τσίπρα για την αύξηση της αστυνομικής βίας και η αντίδραση των κομμάτων της αντιπολίτευσης. @ellinikilisi https://t.co/hugoeGXDcl",0,0,0,0
1400041677692284932,"Σε αυτά πιστεύουμε , γι αυτά παλεύουμε. Καλούμε όλους τους αιρετούς της χώρας να υπερασπιστούν το θεσμό , τους εαυτούς τους και μαζί να παλέψουμε για το στόχο της  περιφερειακής ανάπτυξης που θα κρατήσει και τους νέους στον τόπο τους.",1,1,1,1
1387481584220131335,Καλούμε την κυβέρνηση να αφήσει τους επικοινωνιακούς χειρισμούς και να σκύψει πάνω από την αγορά και την κοινωνία που στενάζει λόγω της ανικανότητας της. @ellinikilisi @gr_typ_el_lisi,-1,-1,-1,-1
1383672991070908429,"Οι καλοί φράχτες κάνουν τους καλούς γείτονες\"". Χθεσινές φωτό από τον Έβρο. Αυτό που έγινε στην Άγκυρα είναι μέρος μιας ευρύτερης ελληνικής στρατηγικής. Η Ελλάδα της αυτοπεποίθησης απαντά στις προκλήσεις της Τουρκίας είτε επί του πεδίου είτε στα διπλωματικά σαλόνια. https://t.co/W4FzMEoGaX",1,1,1,1
1380398231159508994,Επειδή οι δεξιοί γνωρίζουν μόνο από έλεγχο  δεν σημαίνει ότι και εμείς ειμαστε το ίδιο. Δεν πήγαμε να ελέγξουμε. Να ενημερωθούμε πήγαμε από ειδικούς που υποστηρίζουν ότι ο κος Κορρές είναι αυτός που είναι αλλά εν προκειμένω έσφαλλε.,-1,-1,-1,-1
1353636384863612928,Προσερχόμαστε καλή τη πίστη αλλά κρατάμε μικρό καλάθι για τις διερευνητικές που ξεκινούν τη Δευτέρα. Κι αυτό γιατί η Τουρκία δεν τις ήθελε και εξαναγκάσθηκε να προσέλθει σε αυτές.   https://t.co/c7KzUV4ThK,-1,-1,-1,-1
1374713146766675969,Meslek Okulları (EPAS-OAED) derecelerinin düşürülmesine ilişkin soru önergesi sundu https://t.co/V2xeac3Ubv,x,x,x,x
1408740998746943493,Η Ελλάδα γίνεται μέλος της Διεθνούς Ηλιακής Συμμαχίας. Υπέγραψα σήμερα @GreeceMFA τη συμφωνία πλαισίου παρουσία του Ινδού ομόλογού μου @DrSJaishankar - #Greece joins @isolaralliance. I signed framework agreement in the presence of #India’s FM @DrSJaishankar. https://t.co/5t2dIw3WVY,0,0,0,0
1399275423381475336,Συζητήσαμε για τις επενδυτικές προοπτικές της #Αχαΐας @KontraChannel https://t.co/ppflxmGSZy,0,0,0,x
1410605399519031305,@MakeMyDayPunk_ @alopeki Ντροπή αγαπητέ. Γι’αυτό βυθιζόμαστε δε. Διότι έχουμε μείνει δέκα πατριώτες όλοι κι όλοι και οι μισοί κοιτάτε πώς θα φάτε τους άλλους μισούς.,-1,-1,-1,-1
1357346649337565192,ΓΙΑ ΑΚΟΜΑ ΜΙΑ ΦΟΡΑ ΤΟ ΞΕΚΑΘΑΡΙΖΟΥΜΕ! Η @ellinikilisi είναι κάθετα αντίθετη με την άμεση ή έμμεση επιβολή του εμβολίου στους Έλληνες! Λέμε όχι στην υποχρεωτικότητα! Απλά και ξεκάθαρα! #ΥΠΑΡΧΕΙΛΥΣΗ @velopky https://t.co/AuXRr4dei4,-1,-1,-1,-1
1408666333923975170,"Ο κ. Μητσοτάκης, ούτε ζήτησε, ούτε έλαβε καμία ουσιαστική εγγύηση για τα εθνικά συμφέροντα έναντι της Τουρκίας. Είναι πρόκληση να δηλώνει ικανοποιημένος από τα συμπεράσματα της Συνόδου Κορυφής. #EUCO  @PES_PSE ➡ https://t.co/TFZVXRLLon https://t.co/u4DrPCXT2X",-1,-1,-1,-1
1349808499547627527,"Η εγχώρια αμυντική βιομηχανία έχει δυναμική &amp; μπορεί με κατάλληλους χειρισμούς να συμβάλλει στην οικονομική ανάπτυξη της χώρας, να αποτελέσει μοχλό της ανάπτυξης.  ▪ Oμιλία στην τηλεσυζήτηση «Αμυντική Βιομηχανία, Οικονομική Ανάπτυξη &amp; Εθνική ισχύς» ➡ https://t.co/LBbaxHWm1C https://t.co/9HLfLghh2s",1,1,1,1
1368510315273523201,"Συνέντευξη  στο  ΠΑΡΑΣΚΗΝΙΟ! Πυρήνας της κεντροαριστεράς το ΠΑΣΟΚ - ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ! Με σαφές στίγμα, ταυτότητα &amp; καθαρό αφήγημα ανοικτό προσκλητήριο να γυρίσουν οι ψηφοφόροι μας στην παράταξή τους &amp; το κόμμα τους!"" #kinima_allagis @dkonstantop  https://t.co/X3jibMUK1F… https://t.co/I8F4uM4uo0",0,1,1,1
1396552469732286465,Συνέντευξη τύπου παραχωρήθηκε στις 20.5.2021 όπου αναλύθηκαν εκτενώς τα δύο μείζονα και ζωτικά ζητήματα που απασχολούν την Ηλεία: το κλείσιμο των πανεπιστημιακών τμημάτων του νόμου και η κατασκευή της Πύργου-Πατρών. Παρακολουθήστε τη εδώ: https://t.co/K09iHsvETK μέσω @YouTube,0,0,0,0
1367864328054075401,"@pitrofos4 YΦEΣH ΣE ΠOΣOTHTEΣ - ΣE AΞIA -9,6. ANAΘEΩPHΘHKAN OMΩΣ ΞANA OΛA TA ΣTOIXEIA TΩN ΠPOHΓOYMENΩN TPIMHNΩN ΠPOΣ TO ΘETIKOTEPO. ΔHMIOYPΓIKH ΛOΓIΣTIKH. Αυτά τα.... ολίγα",-1,-1,-1,-1
1404407136986279944,"Αρνητική απόδοση του Ελληνικού ομολόγου (5 έτη). Εγινε κι αυτό. Χαλίκι-χαλίκι κτίζεται η αξιοπιστία. Μεταρρυθμίσεις (οπως και οι ρυθμίσεις του σχεδίου Χ""δακη) μαζί και η ρευστότητα, ΕΚΤ, αλλά και η δυναμική εκκίνηση της Ελλάδας στο Ταμείο Ανάκαμψης αποδίδουν. Συνεχίζουμε... https://t.co/kQwMomygBT",-1,1,1,1
1367204758205964302,"Γιατί άραγε να υπάρχουν αναξιοποίητες δομές σε ακατοίκητα νησιά, όπως στη Γυάρο &amp; να πρέπει να φυτεύουμε ΚΥΤ σε όλη τη χώρα, από τον Βορρά μέχρι τον Νότο; Θα κακόπεφτε δηλαδή στους πακιστανους, στους Σομαλούς και στις ΜΚΟ να διαμένουν εκεί; @ellinikilisi @velopky https://t.co/nnAr7sFbUm",-1,-1,-1,-1
1370068531182776327,"Πως ο απεργός πείνας σχετίζεται με την Παιδεία, τους φοιτητικούς συλλόγους&amp;τα ΜΑΤ; Βρίσκονται σε σύγχυση ή είναι καθοδηγούμενοι;Το συστημικό δίπολο ΝΔ-Σύριζα μήπως""θρέφει"" την αντιπαράθεση;  Η @ellinikilisi έχει πει ξεκάθαρα:ΈΞΩ τα πολιτικά κόμματα απ'τα πανεπιστήμια! @velopky https://t.co/6EXdbb6H7h",-1,1,-1,-1
1405817699830206466,"""ΕΝΩΘΗΚΑΝ ΟΙ ΦΩΝΕΣ ΤΟΥ ΕΛΛΗΝΙΣΜΟΥ"" Την καθολική αποδοχή τόσο των Ομογενειακών παραγόντων , από κάθε γωνιά της γης, όσο και όλων των κομμάτων της Βουλής , είχε η πρόταση για καθιέρωση της ""Ημέρας Απόδημου Ελληνισμού""  https://t.co/0xWDTH7eI2 μέσω @YouTube",1,1,1,1
1409780405025357828,Από τη χθεσινή μου απάντηση σε Επίκαιρη Ερώτηση με θέμα τη διαλεύκανση της υπόθεσης του θανάτου του Σήφη Βαλυράκη.  https://t.co/kKbIk8eKCM,0,0,0,0
1379826869000937472,"Παρακολουθήστε εδώ ζωντανά τη διαδικτυακή εκδήλωση, με τίτλο «Το παιδί στο επίκεντρο: οι αλλαγές στο Οικογενειακό Δίκαιο». https://t.co/s7K11zsxiA",0,0,0,0
1382312699154010121,"Το ταξίδι στη ρωσική πρωτεύουσα πραγματοποιείται στο πλαίσιο της περιοδείας σε τουριστικές αγορές υψηλού ενδιαφέροντος για τον Ελληνικό Τουρισμό, ενόψει του επικείμενου ανοίγματος για το 2021. https://t.co/YKDTvAanME",0,0,0,0
1368955099712811011,"Αύριο το πρωί στις 9:15, στη συχνότητα του ράδιο Θεσσαλονίκη fm 94,5 ,  με τον Στέφανο Διαμαντόπουλο μιλάμε για τις Γυναίκες του 1821 Παρακολουθήστε ζωντανά την εκπομπή στον παρακάτω σύνδεσμο https://t.co/2zuI8aHCFK https://t.co/rS4bxfpzio",0,0,0,0
1403594305319616515,%CE%A4%CE%B%CE%B1%CE%BD%CE%AC%CE%B4%CE%B5%CE%B9%CE%BE%CE%B7 %CF%84%CE%B7%CF%82 %CF%80%CE%B5%CF%81%CE%B9%CF%86%CE%B5%CF%81%CE%B5%CE%B9%CE%B1%CE%BA%CE%AE%CF%82 %CE%B4%CE%B9%CE%AC%CF%83%CF%84%CE%B1%BA%CE%BF%CF%8D%CE%BC%CE%B5%CE%BD%CF%89%CE%BD https://t.co/mPPqQBi8HG via @naxostimes,x,x,x,x
1408033205660393473,"Στην εκπομπή του Γιώργου Παπαδάκη, «Καλημέρα Ελλάδα», είχα την ευκαιρία να αναφερθώ στο θέμα της γενικευμένης ανασφάλειας στην ελληνική κοινωνία. . #jsarakiotis #ΣΥΡΙΖΑ #KalimeraEllada #ΑΝΤ1 #εγκληματικότητα #ανασφάλεια #κυβέρνηση_Μητσοτάκη https://t.co/kR5b46ELzm",0,0,0,0
1356177014357700608,Η διεθνής κοινότητα πρέπει να διαχειριστεί το εμβόλιο ως δημόσιο αγαθό και όχι να εξαρτάται από business plan εταιρειών. Αυτό ακριβώς συζήτησε χτες ο Α. Τσίπρας με τον Πρόεδρο του ΠΟΥ. #συνεντευξη @Prisma916 #radio #Βασιλης_Ιωαννου,0,-1,0,0
1383126320289304576,Η την ξέχασε ή στο κόμμα που ήταν τότε δεν ενημερωνόταν για την ΝΔ. Το ίδιο θα συνέβαινε και στα κόμματα που θα ήταν κατά την διάρκεια των γεγονότων που περιγράφει. https://t.co/JWWKtGaTmD,x,-1,-1,-1
1350065100460331008,"Τα στοιχεία του Π/Θ στη #βουλη για στήριξη εργαζομένων, ανέργων &amp; επιχειρήσεων ύψους 24δις€ ή 15% ΑΕΠ συνέβαλαν το 2020 στη στήριξη της αγοράς εργασίας &amp; στη διατήρηση θέσεων εργασιας στην πανδημία! ΕΛΣΤΑΤ ανεργία ΟΚΤΩΒΡ. 2020 16,7% 2019 16,7% &amp; 2018 18,6% ΕΤΗΣΙΑ ΕΡΓΑΝΗ: +93003 https://t.co/D9RVJONGoa",0,0,0,0
1371846428939673602,"@KseSkai @Ymbjmrf Με συγχωρείς, με έχεις εμένα για χουντικό; Ημαρτον, ειλικρινά!",-1,-1,-1,-1
1375415217534996489,Εάν δεν ενωθεί δημοσιονομικά κ πολιτικά η ΕΕ θα καταρρεύσει. Είναι δυνατόν να ενωθεί με τη Γερμανία εντός της; Θα δεχθούν όλες οι χώρες την ηγεμονία της; @ellinikilisiΤο νέο μνημόνιο (δάνεια) θα είναι έναντι εδαφικών και θαλάσσιων ανταλλαγ... https://t.co/hkvko34AEd via @YouTube,-1,-1,-1,-1
1381303806206562310,"Τα Self Tests θα αποτελέσουν καθοριστικό παράγοντα για τον έλεγχο της πανδημίας και ήδη τα πρώτα αποτελέσματα σε εκπαιδευτικούς και μαθητές,αποδεικνύουν του λόγου το αληθές. https://t.co/OR9IrJ0yJX",0,1,1,1
1378586143986421760,Ο τ. Αναπληρωτής Υπουργός Μετανάστευσης και Ασύλου Γιώργος Κουμουτσάκος εκφράζει ευχαριστίες στα στελέχη του ΛΣ. - https://t.co/dGyxFSEDNj https://t.co/Z2gAzhR0XH,0,1,1,1
1397811713525813257,"Πριν τη συνάντηση με τον ΠτΒ Κώστα Τασούλα ξενάγησα τον Ρώσο συνάδελφο Σεργκέι Γκαβρίλοφ, Πρόεδρο της Γ.Σ. της Interparliamentary Assembly on Orthodoxy, στη λαμπρή Έκθεση της Βουλής των Ελλήνων για τα 200 χρόνια της Ελληνικής Επανάστασης. @protothema https://t.co/OVuxZgvY4T https://t.co/dM7zfUYhNu",0,0,0,0
1406006577174351874,“They could end the pandemic at the touch of the button. But they just won’t!” My message at the Summit of Vaccine Internationalism https://t.co/avAz6xK72e,-1,-1,-1,-1
1409039242358099968,Τιμούμε σήμερα τους ήρωες δείχνοντας αιώνιο σεβασμό και ευγνωμοσύνη για όσα προσέφεραν στην πατρίδα μας. 3/3,1,1,1,1
1372612792386195456,Με τον Πρόεδρο της Διαρκούς Επιτροπής Εθνικής Άμυνας &amp; Εξωτερικών Υποθέσεων της Βουλής @gioulekaskostas @GreeceMFA τον οποίο ενημέρωσα ενόψει του αυριανού Εθνικού Συμβουλίου Εξωτερικής Πολιτικής. https://t.co/AEYiJ1JOn1,0,0,0,0
1397525897998180357,"Ναι το πιστεύω: Αν οι διατάξεις για τις υπερωρίες, την υπερεργασία και τις συνθήκες εργασίας είχαν γραφεί από τους εργοδότες, θα ήταν καλύτερες για τους εργαζόμενους, απ´ αυτές του κ. Χατζηδάκη!",-1,-1,-1,-1
1390681808782729216,"Την ώρα που Μπάιντεν, Πούτιν, Μακρόν αλλά και ο παγκόσμιος οργανισμός υγείας υποστηρίζουν την άρση της πατέντας για τα εμβόλια κατά του κορωνοϊού, οι Γερμανοί δείχνουν πάλι το αληθινό τους πρόσωπο, υπερασπιζόμενοι τα κέρδη της Pfizer. https://t.co/Pc2Mcc5vlp",-1,-1,-1,-1
1364832693515673600,"Πέραν αυτού, ο Ταγίπ Ερντογάν, αναφέρθηκε στο Αιγαίο Πέλαγος με τουρκική ονομασία! Έρχονται μεγάλα προβλήματα με την Τουρκία &amp; η κυβέρνηση της ΝΔ, επιμένει σε διερευνητικές συνομιλίες επειδή της το ζήτησαν οι ""φίλοι"" της (ΗΠΑ-Γερμανία). Είμαστε μόνοι μας! @ellinikilisi @velopky https://t.co/bPIjrMn5TT",-1,-1,-1,-1
1362497305002323969,Επιτελικό μπάχαλο και ανικανότητα. Η αυτοαποκαλούμενη κυβέρνηση των αρίστων έδειξε τα όρια και τις επιδώσεις της https://t.co/6gEhbbQNaB,-1,-1,-1,-1
